id,college,Branch,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
23,E004 Dr. Ambedkar Institute Of Technology Bangalore,"ET Elec.
Telecommn. Engg.",58978,999999999,88291,57265,93881,60381,81407,999999999,999999999,47324,999999999,999999999,50904,999999999,999999999,45559,71037,56190,112198,999999999,124636,66758,999999999,999999999
24,E004 Dr. Ambedkar Institute Of Technology Bangalore,"IM Ind. Engg.
Mgmt.",99128,999999999,999999999,97859,999999999,999999999,136147,999999999,999999999,84605,999999999,999999999,95606,999999999,999999999,81141,138056,120098,169486,999999999,999999999,144029,999999999,999999999
25,E004 Dr. Ambedkar Institute Of Technology Bangalore,ME Mechanical,155150,999999999,999999999,172022,999999999,999999999,169723,999999999,999999999,124523,999999999,160411,132201,999999999,170119,115485,135165,151878,173364,999999999,999999999,130325,161927,999999999
26,E005 R. V. College of Engineering Bangalore,AI Artificial Intelligence,2007,999999999,999999999,1715,999999999,6568,4512,999999999,999999999,950,999999999,999999999,1128,999999999,999999999,580,1408,1308,9716,999999999,18500,999999999,999999999,999999999
27,E005 R. V. College of Engineering Bangalore,BT Bio Technology,19322,29211,67846,16911,999999999,999999999,999999999,999999999,999999999,7399,999999999,999999999,6790,999999999,999999999,6727,999999999,17735,31387,999999999,999999999,13512,999999999,66405
28,E005 R. V. College of Engineering Bangalore,CE Civil,35842,999999999,999999999,41603,67894,55897,49705,999999999,53493,27013,999999999,999999999,34548,999999999,39769,26523,30827,37383,47249,999999999,70042,27800,999999999,999999999
29,E005 R. V. College of Engineering Bangalore,CH Chemical,14432,999999999,999999999,19411,999999999,999999999,999999999,999999999,999999999,999999999,80641,999999999,999999999,999999999,999999999,10327,999999999,18086,34522,999999999,999999999,27307,999999999,89563
30,E005 R. V. College of Engineering Bangalore,CS Computers,923,999999999,1283,903,1162,1739,1174,999999999,999999999,614,999999999,824,748,999999999,879,309,769,700,3218,11088,4728,3277,999999999,999999999
31,E005 R. V. College of Engineering Bangalore,CY CS- Cyber Security,1191,999999999,999999999,2121,999999999,3149,5253,18303,999999999,999999999,999999999,999999999,1449,999999999,999999999,705,999999999,1833,5329,999999999,13841,3334,999999999,999999999
32,E005 R. V. College of Engineering Bangalore,DS Comp. Sc. Engg- Data Sc.,999999999,999999999,999999999,1644,999999999,999999999,3356,999999999,999999999,1269,999999999,4120,1065,999999999,999999999,576,3932,1817,8008,30937,999999999,7326,999999999,999999999
33,E005 R. V. College of Engineering Bangalore,EC Electronics,2686,999999999,999999999,3272,6894,5932,5529,999999999,12184,1875,999999999,999999999,2009,999999999,3289,1145,4753,3094,9914,20724,14778,7574,999999999,9056
34,E005 R. V. College of Engineering Bangalore,EE Electrical,999999999,999999999,16840,8402,999999999,999999999,14064,999999999,49502,6543,999999999,999999999,6619,999999999,999999999,4720,6890,6056,28579,69258,999999999,16577,999999999,999999999
35,E005 R. V. College of Engineering Bangalore,EI Elec. Inst. Engg,11275,999999999,999999999,11557,999999999,999999999,18255,999999999,999999999,9749,999999999,28279,9081,999999999,999999999,7148,999999999,19309,51489,999999999,999999999,999999999,57930,999999999
36,E005 R. V. College of Engineering Bangalore,ET Elec. Telecommn. Engg.,6188,999999999,999999999,9529,999999999,16835,11946,999999999,999999999,6477,999999999,999999999,4035,999999999,999999999,3927,33321,7992,37001,999999999,73123,999999999,999999999,999999999
37,E005 R. V. College of Engineering Bangalore,IE Info.Science,948,999999999,999999999,1134,999999999,1701,2043,999999999,999999999,855,999999999,999999999,1039,999999999,999999999,354,1300,1165,4647,999999999,5022,4346,999999999,999999999
38,E005 R. V. College of Engineering Bangalore,"IM Ind. Engg.
Mgmt.",34641,999999999,999999999,39805,999999999,74026,25929,999999999,999999999,27425,999999999,999999999,67040,999999999,999999999,24914,67762,50061,79172,999999999,999999999,999999999,999999999,999999999
39,E005 R. V. College of Engineering Bangalore,ME Mechanical,16738,999999999,999999999,24915,46189,41940,19360,999999999,999999999,15452,999999999,999999999,15119,999999999,31110,11234,36320,30068,50700,999999999,65975,57267,999999999,999999999
40,E005 R. V. College of Engineering Bangalore,"SE Aero Space
Engg.",3258,999999999,999999999,4673,999999999,17397,6506,999999999,999999999,2932,999999999,999999999,5134,15520,999999999,2205,999999999,11807,22164,999999999,41566,999999999,999999999,999999999
41,E006 M S Ramaiah Institute of Technology Bangalore,"AD Artificial
Intel, Data Sc",5417,999999999,16985,4070,999999999,999999999,999999999,999999999,999999999,3818,999999999,999999999,3673,999999999,999999999,3239,10151,4166,15859,49552,999999999,12365,999999999,999999999
42,E006 M S Ramaiah Institute of Technology Bangalore,"AI Artificial
Intelligence",4672,999999999,999999999,5436,999999999,9976,7072,999999999,999999999,4042,999999999,999999999,4481,999999999,999999999,3005,7556,5855,15084,999999999,20775,9706,999999999,999999999
43,E006 M S Ramaiah Institute of Technology Bangalore,BT Bio Technology,30577,999999999,169141,33735,999999999,999999999,31915,999999999,999999999,24578,999999999,999999999,16015,999999999,999999999,13775,999999999,46755,33641,999999999,999999999,999999999,999999999,999999999
44,E006 M S Ramaiah Institute of Technology Bangalore,"CA CS (AI, Machine Learning)",3086,999999999,999999999,3505,16997,6030,5492,999999999,17580,2196,999999999,999999999,2725,999999999,999999999,1915,999999999,3681,10005,999999999,999999999,8554,999999999,999999999
45,E006 M S Ramaiah Institute of Technology Bangalore,CE Civil,55648,999999999,110198,79283,999999999,109369,50728,999999999,78695,46826,999999999,999999999,51517,999999999,999999999,46447,61539,62946,80368,88610,80924,49944,999999999,999999999
46,E006 M S Ramaiah Institute of Technology Bangalore,CH Chemical,999999999,999999999,999999999,70196,999999999,999999999,59943,999999999,999999999,999999999,999999999,999999999,69080,999999999,999999999,30946,51678,55454,73921,146533,999999999,86186,999999999,87079
47,E006 M S Ramaiah Institute of Technology Bangalore,CS Computers,1824,999999999,999999999,1974,3733,2247,2180,999999999,999999999,1393,3596,2185,1318,999999999,1894,1125,2651,1847,6339,999999999,8571,1968,999999999,999999999
48,E006 M S Ramaiah Institute of Technology Bangalore,"CY CS- Cyber
Security",5865,999999999,999999999,3768,999999999,999999999,5763,999999999,999999999,3273,999999999,999999999,3180,999999999,999999999,2574,999999999,5213,16469,999999999,19652,7879,30567,12483
49,E006 M S Ramaiah Institute of Technology Bangalore,EC Electronics,5376,12109,999999999,6449,11852,9803,8921,999999999,999999999,5090,999999999,7118,4973,999999999,9098,3985,6824,6829,23597,999999999,30637,9320,999999999,999999999
50,E006 M S Ramaiah Institute of Technology Bangalore,EE Electrical,11516,999999999,999999999,18257,999999999,35142,999999999,999999999,999999999,10702,999999999,999999999,14209,999999999,999999999,9893,29717,21902,45030,999999999,46907,27322,999999999,999999999
51,E006 M S Ramaiah Institute of Technology Bangalore,"EI Elec. Inst.
Engg",999999999,999999999,999999999,27723,999999999,44454,20572,999999999,999999999,999999999,999999999,999999999,17821,999999999,999999999,12622,18603,28108,68159,999999999,160222,57189,999999999,999999999
52,E006 M S Ramaiah Institute of Technology Bangalore,"ET Elec.
Telecommn. Engg.",999999999,999999999,999999999,19677,999999999,34603,23763,999999999,999999999,10761,999999999,999999999,10871,999999999,999999999,8977,54652,15973,50853,999999999,54524,999999999,999999999,999999999
53,E006 M S Ramaiah Institute of Technology Bangalore,IE Info.Science,4167,999999999,999999999,3738,8157,4894,4279,999999999,999999999,2528,999999999,3814,2652,6533,3457,2265,4923,3411,14836,999999999,16831,7592,999999999,999999999
54,E006 M S Ramaiah Institute of Technology Bangalore,IM Ind. Engg. Mgmt.,44327,999999999,999999999,56878,999999999,115661,81530,999999999,999999999,46618,999999999,999999999,69842,999999999,999999999,43992,86274,53079,114110,999999999,999999999,999999999,999999999,999999999
55,E006 M S Ramaiah Institute of Technology Bangalore,MD Med.Elect.,62384,999999999,999999999,60996,999999999,999999999,38171,999999999,999999999,47033,999999999,999999999,35656,999999999,999999999,23145,86414,64088,111724,999999999,136880,999999999,999999999,999999999
56,E006 M S Ramaiah Institute of Technology Bangalore,ME Mechanical,63698,999999999,999999999,59860,999999999,95003,38418,999999999,999999999,48322,999999999,999999999,43052,999999999,72910,35226,53509,51953,75164,103397,85008,65117,999999999,999999999
57,E007 Dayananda Sagar College of Engineering  Bangalore,AE Aeronaut.Engg,19647,999999999,999999999,23626,999999999,34819,25501,999999999,999999999,17831,999999999,999999999,27286,999999999,999999999,17382,27047,24096,42662,999999999,58372,999999999,999999999,999999999
58,E007 Dayananda Sagar College of Engineering  Bangalore,"AI Artificial
Intelligence",7582,999999999,999999999,8878,999999999,999999999,12276,999999999,999999999,999999999,999999999,999999999,5683,12297,999999999,5556,11233,6858,23720,999999999,999999999,14397,999999999,38774
59,E007 Dayananda Sagar College of Engineering  Bangalore,AU Automobile,110242,999999999,999999999,106420,999999999,113431,999999999,999999999,999999999,77154,999999999,999999999,93525,132469,999999999,75348,999999999,106105,169679,999999999,999999999,111752,999999999,999999999
60,E007 Dayananda Sagar College of Engineering  Bangalore,BT Bio Technology,999999999,999999999,999999999,32263,999999999,80204,40988,999999999,999999999,34396,999999999,999999999,36922,999999999,999999999,25851,999999999,57785,49201,999999999,128008,35731,999999999,999999999
61,E007 Dayananda Sagar College of Engineering  Bangalore,"CB Comp. Sc. and
Bus Sys.",14523,999999999,999999999,9576,30774,21726,16468,999999999,999999999,8838,999999999,999999999,999999999,999999999,999999999,8634,999999999,13966,40625,999999999,999999999,15709,999999999,999999999
62,E007 Dayananda Sagar College of Engineering  Bangalore,"CD Computer Sc.
and Design",13100,999999999,999999999,10963,999999999,30476,12878,999999999,999999999,9865,999999999,999999999,999999999,999999999,999999999,8072,18664,15472,34513,999999999,42404,19831,999999999,999999999
63,E007 Dayananda Sagar College of Engineering  Bangalore,CE Civil,137175,999999999,999999999,169445,999999999,999999999,168541,999999999,999999999,122381,999999999,999999999,144089,999999999,156639,117713,145657,149016,173482,999999999,999999999,148603,999999999,154567
64,E007 Dayananda Sagar College of Engineering  Bangalore,CH Chemical,93377,999999999,147156,119354,999999999,157990,78351,999999999,999999999,76788,999999999,999999999,75866,999999999,999999999,72361,90907,91916,142881,148894,160616,121592,999999999,999999999
65,E007 Dayananda Sagar College of Engineering  Bangalore,CS Computers,6306,999999999,8265,5367,9866,7951,7272,999999999,999999999,4286,12116,5407,4558,999999999,6214,3812,7544,4854,17425,19962,22287,10380,999999999,999999999
66,E007 Dayananda Sagar College of Engineering  Bangalore,CY CS- Cyber Security,999999999,999999999,999999999,9230,999999999,999999999,13647,999999999,999999999,7313,999999999,13880,8237,999999999,999999999,6330,16009,9735,31135,999999999,999999999,999999999,999999999,999999999
67,E007 Dayananda Sagar College of Engineering  Bangalore,DS Comp. Sc. Engg- Data Sc.,10857,999999999,999999999,8744,999999999,13906,10620,999999999,999999999,5973,999999999,999999999,6000,999999999,999999999,5594,999999999,8920,32826,999999999,39526,999999999,36711,999999999
68,E007 Dayananda Sagar College of Engineering  Bangalore,EC Electronics,12950,31079,18728,15050,25422,18544,20386,999999999,999999999,11570,999999999,15469,11144,999999999,14469,10342,18546,14168,45154,46061,51919,21081,999999999,999999999
69,E007 Dayananda Sagar College of Engineering  Bangalore,EE Electrical,39581,999999999,61179,40892,999999999,56804,50695,999999999,100938,36656,999999999,999999999,36692,58996,999999999,34047,51160,38457,84752,999999999,91836,56023,999999999,999999999
70,E007 Dayananda Sagar College of Engineering  Bangalore,EI Elec. Inst. Engg,43532,999999999,999999999,61268,999999999,97364,38149,999999999,999999999,37833,999999999,999999999,48765,999999999,999999999,37768,77467,55908,123015,999999999,999999999,81862,999999999,999999999
71,E007 Dayananda Sagar College of Engineering  Bangalore,ET Elec. Telecommn. Engg.,32257,999999999,999999999,36304,999999999,69827,41308,999999999,169730,34124,999999999,999999999,29812,999999999,40675,28107,28496,34668,93861,172023,147155,43102,999999999,999999999
72,E007 Dayananda Sagar College of Engineering  Bangalore,IE Info.Science,7467,999999999,18869,7841,10721,8374,10356,999999999,16744,6163,999999999,999999999,6109,999999999,8525,5562,10572,7026,23998,36844,38079,11814,999999999,999999999
73,E007 Dayananda Sagar College of Engineering  Bangalore,MD Med.Elect.,91505,999999999,999999999,110054,999999999,126723,77362,999999999,999999999,76387,999999999,999999999,91914,999999999,999999999,69411,132413,120683,158317,999999999,999999999,72222,999999999,999999999
74,E007 Dayananda Sagar College of Engineering  Bangalore,ME Mechanical,154883,999999999,999999999,146914,999999999,999999999,153214,999999999,999999999,108871,999999999,999999999,139470,999999999,999999999,101179,129781,158409,166647,999999999,999999999,143471,999999999,999999999
75,E008 Bangalore Institute of Technology Bangalore,"AI Artificial
Intelligence",12196,999999999,999999999,11507,999999999,14564,14972,999999999,999999999,8362,999999999,999999999,8264,999999999,999999999,7775,18172,9422,35887,999999999,41881,999999999,999999999,999999999
76,E008 Bangalore Institute of Technology Bangalore,CE Civil,158170,999999999,999999999,166365,999999999,999999999,137738,999999999,999999999,112019,157530,163102,122131,999999999,999999999,111580,136258,155616,141901,999999999,174070,113167,999999999,999999999
77,E008 Bangalore Institute of Technology Bangalore,CS Computers,6348,999999999,13838,6371,10520,7593,7750,999999999,8331,5105,999999999,999999999,5401,999999999,6493,4640,8641,6261,22981,27533,25158,9870,999999999,999999999
78,E008 Bangalore Institute of Technology Bangalore,DS Comp. Sc. Engg- Data Sc.,13642,999999999,999999999,10772,29963,999999999,11091,999999999,999999999,8132,999999999,999999999,999999999,999999999,999999999,7051,999999999,9882,33636,999999999,47711,24569,999999999,37754
79,E008 Bangalore Institute of Technology Bangalore,EC Electronics,17883,999999999,999999999,16427,25829,18620,22883,999999999,999999999,12952,999999999,999999999,13190,999999999,17535,12242,16749,16656,46031,91304,52776,26134,999999999,35431
80,E008 Bangalore Institute of Technology Bangalore,EE Electrical,999999999,999999999,999999999,34345,999999999,43700,59576,999999999,999999999,32104,999999999,999999999,36853,999999999,999999999,30230,999999999,37466,72328,999999999,999999999,45016,95465,999999999
81,E008 Bangalore Institute of Technology Bangalore,EI Elec. Inst. Engg,68993,999999999,999999999,54994,999999999,74561,77130,999999999,999999999,45789,999999999,999999999,46571,999999999,999999999,42891,87399,60802,116188,999999999,999999999,999999999,999999999,999999999
82,E008 Bangalore Institute of Technology Bangalore,ET Elec. Telecommn. Engg.,40181,999999999,999999999,34190,999999999,73807,59816,999999999,999999999,29781,999999999,999999999,28007,999999999,999999999,27519,56348,36389,84240,999999999,112730,999999999,999999999,999999999
83,E008 Bangalore Institute of Technology Bangalore,"EV EC  Engg(VLSI
Design)",75080,999999999,139392,46777,999999999,999999999,74105,999999999,999999999,24740,999999999,999999999,24655,999999999,999999999,23103,999999999,29380,122563,999999999,999999999,101873,999999999,999999999
84,E008 Bangalore Institute of Technology Bangalore,IE Info.Science,6821,999999999,999999999,9493,999999999,10834,8334,999999999,29232,7141,999999999,999999999,6949,12328,999999999,6644,11398,8897,28137,999999999,35911,15551,999999999,999999999
85,E008 Bangalore Institute of Technology Bangalore,"IO CS- Internet of
Things",13826,999999999,999999999,13631,999999999,29052,16458,999999999,999999999,9946,999999999,999999999,11779,999999999,999999999,9600,32871,16223,38789,999999999,101862,999999999,999999999,999999999
86,E008 Bangalore Institute of Technology Bangalore,ME Mechanical,144240,999999999,999999999,169938,999999999,999999999,121102,999999999,999999999,109220,999999999,163008,117829,999999999,999999999,94746,122361,160886,138274,999999999,999999999,99736,999999999,999999999
87,E008 Bangalore Institute of Technology Bangalore,RI Robotics and AI,31276,999999999,44362,17887,999999999,999999999,29990,999999999,999999999,19470,999999999,37079,20877,999999999,999999999,16146,25644,24072,86964,999999999,999999999,36160,999999999,999999999
88,E009 P E S University (Ring Road Campus) Bangalore,"AI Artificial
Intelligence",7323,999999999,999999999,5462,17938,8734,7929,999999999,999999999,3282,999999999,999999999,2545,999999999,6844,1698,14944,6532,21917,52367,29527,11255,999999999,20874
89,E009 P E S University (Ring Road Campus) Bangalore,BT Bio Technology,19648,999999999,999999999,26831,999999999,159868,39816,999999999,999999999,17456,999999999,999999999,22462,999999999,999999999,9055,999999999,48684,37349,999999999,999999999,999999999,999999999,999999999
90,E009 P E S University (Ring Road Campus) Bangalore,CS Computers,4000,5411,7736,2962,6578,4245,4244,999999999,6912,1596,9364,3084,2031,4315,2806,1087,4117,2707,12195,18584,14016,6946,999999999,7207
91,E009 P E S University (Ring Road Campus) Bangalore,EC Electronics,7832,999999999,9142,8172,13934,13228,14646,22488,18644,5055,999999999,9232,5302,999999999,9091,3957,10728,8933,32524,53871,55845,16711,999999999,999999999
92,E009 P E S University (Ring Road Campus) Bangalore,EE Electrical,16850,999999999,999999999,20664,999999999,31474,21166,999999999,999999999,14265,999999999,999999999,17548,999999999,999999999,11658,23256,25134,55816,999999999,57187,21953,52541,54121
93,E009 P E S University (Ring Road Campus) Bangalore,ME Mechanical,999999999,999999999,999999999,39541,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,19612,73919,49170,95067,999999999,122894,78185,999999999,999999999
94,E011 M V J College of Engineering Bangalore,AE Aeronaut.Engg,120997,999999999,999999999,122077,149535,169286,109668,999999999,999999999,94286,999999999,999999999,98613,999999999,124050,85923,99764,124001,171889,999999999,999999999,110514,999999999,999999999
95,E011 M V J College of Engineering Bangalore,"AI Artificial
Intelligence",37045,999999999,999999999,28032,999999999,999999999,999999999,999999999,999999999,28133,999999999,999999999,28473,999999999,999999999,26948,33304,30850,74500,999999999,999999999,38706,999999999,69404
96,E011 M V J College of Engineering Bangalore,"CD Computer Sc.
and Design",54460,999999999,999999999,42549,999999999,68789,40608,999999999,999999999,999999999,999999999,999999999,41079,999999999,999999999,36863,999999999,37611,87798,999999999,152809,999999999,999999999,999999999
97,E011 M V J College of Engineering Bangalore,CE Civil,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,164154,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
98,E011 M V J College of Engineering Bangalore,CH Chemical,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,172600,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
99,E011 M V J College of Engineering Bangalore,CS Computers,21901,999999999,24417,20839,27321,24831,24834,999999999,999999999,19446,999999999,22046,20593,999999999,21399,18937,24906,21078,47391,61455,56779,33476,999999999,999999999
100,E011 M V J College of Engineering Bangalore,DS Comp. Sc. Engg- Data Sc.,38504,999999999,999999999,31406,999999999,999999999,999999999,999999999,999999999,28624,999999999,34310,31181,999999999,999999999,28037,999999999,33056,56995,999999999,999999999,36342,52061,68938
101,E011 M V J College of Engineering Bangalore,EC Electronics,47065,999999999,999999999,42881,46636,45802,58414,999999999,90345,38883,49404,43650,41953,999999999,45526,36700,43518,43086,98235,111016,149327,58831,999999999,999999999
102,E011 M V J College of Engineering Bangalore,EE Electrical,86850,999999999,999999999,100894,999999999,999999999,89911,999999999,999999999,78739,999999999,999999999,87357,999999999,999999999,76523,114097,96965,154041,999999999,999999999,999999999,999999999,999999999
103,E011 M V J College of Engineering Bangalore,IE Info.Science,24472,999999999,999999999,25530,999999999,28673,23293,999999999,999999999,23201,999999999,24680,23375,999999999,999999999,22471,25404,24627,65601,124438,98122,40309,999999999,999999999
104,E011 M V J College of Engineering Bangalore,ME Mechanical,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,174228,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
105,E011 M V J College of Engineering Bangalore,SE Aero Space Engg.,148470,999999999,999999999,104908,999999999,125198,122891,999999999,999999999,67377,999999999,999999999,78719,999999999,999999999,63366,999999999,89363,148133,999999999,172409,108376,999999999,999999999
106,E011 M V J College of Engineering Bangalore,TI Industrial IoT,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,172548,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
107,"E012 Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,","AI Artificial
Intelligence",21467,999999999,999999999,17529,999999999,25328,15201,999999999,999999999,14401,999999999,999999999,14487,999999999,999999999,14044,24641,19880,41112,999999999,999999999,999999999,999999999,999999999
108,"E012 Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",BT Bio Technology,44984,999999999,115131,50058,999999999,999999999,61904,999999999,999999999,37643,999999999,999999999,999999999,999999999,999999999,36947,77584,73785,81449,999999999,999999999,78455,999999999,999999999
109,"E012 Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",CE Civil,133499,999999999,999999999,148381,999999999,999999999,165362,999999999,999999999,124569,999999999,999999999,117215,999999999,999999999,115976,999999999,136401,166441,999999999,999999999,999999999,999999999,999999999
110,"E012 Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",CS Computers,12733,999999999,999999999,11252,21668,11695,11960,999999999,20096,8929,999999999,10402,10040,999999999,11977,8787,15029,10282,35806,48404,37297,13727,999999999,999999999
111,"E012 Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",EC Electronics,24810,999999999,29708,22147,999999999,22767,28638,999999999,999999999,18612,46857,24999,18690,999999999,999999999,18111,20302,21981,57391,999999999,66287,41530,999999999,999999999
112,"E012 Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",EE Electrical,61325,135677,999999999,64774,87640,70582,75448,999999999,143379,54239,999999999,999999999,57486,999999999,999999999,52092,53801,63865,104764,999999999,127739,65194,999999999,89099
113,"E012 Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,","ET Elec.
Telecommn. Engg.",48190,999999999,999999999,48852,153175,80836,65204,999999999,999999999,45697,999999999,999999999,47950,999999999,999999999,44114,999999999,53586,94991,999999999,125141,75960,999999999,999999999
114,"E012 Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",IE Info.Science,17933,999999999,999999999,13211,999999999,14730,13767,999999999,999999999,12043,999999999,999999999,12273,21488,15172,11858,16709,12923,43880,999999999,54485,19282,999999999,999999999
115,"E012 Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,","IO CS- Internet of
Things",21088,999999999,999999999,20359,999999999,30515,16165,999999999,999999999,14280,999999999,999999999,18474,999999999,999999999,13778,36071,17436,50356,999999999,100984,999999999,999999999,999999999
