id,College,Branch,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
356,E058 P E S College of Engineering  Mandya,CS Computers,33566,999999999,999999999,26121,34439,28304,22063,999999999,135673,18002,999999999,999999999,18963,999999999,22344,16523,23726,17734,42876,69507,45938,28309,999999999,65060
357,E058 P E S College of Engineering  Mandya,EC Electronics,69947,999999999,999999999,40814,999999999,46970,38686,999999999,999999999,28731,999999999,40156,29837,999999999,49583,28521,29646,34164,81387,99355,129168,41925,999999999,999999999
358,E058 P E S College of Engineering  Mandya,EE Electrical,999999999,999999999,999999999,76818,999999999,999999999,999999999,999999999,999999999,57098,999999999,999999999,999999999,999999999,999999999,49169,999999999,75321,89966,999999999,999999999,999999999,999999999,999999999
359,E058 P E S College of Engineering  Mandya,IE Info.Science,37573,999999999,999999999,31078,999999999,40207,25909,999999999,999999999,20784,999999999,999999999,20869,999999999,999999999,20299,25453,21955,76306,999999999,98414,999999999,999999999,999999999
360,E059 P D A College of Engineering Gulbarga,"AI Artificial
Intelligence",999999999,999999999,999999999,55971,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,42912,53286,53645,68871,999999999,999999999,99140,999999999,129062
361,E059 P D A College of Engineering Gulbarga,"CD Computer Sc.
and Design",999999999,999999999,999999999,58855,999999999,96270,999999999,999999999,999999999,74572,999999999,999999999,999999999,999999999,999999999,38478,999999999,999999999,75443,999999999,999999999,999999999,999999999,999999999
362,E059 P D A College of Engineering Gulbarga,CE Civil,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,174141,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
363,E059 P D A College of Engineering Gulbarga,CR Ceramics,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
364,E059 P D A College of Engineering Gulbarga,CS Computers,27798,999999999,999999999,28261,999999999,999999999,999999999,999999999,999999999,25685,999999999,999999999,23270,999999999,999999999,22061,999999999,23708,34936,66387,111763,999999999,999999999,999999999
365,E059 P D A College of Engineering Gulbarga,EC Electronics,999999999,999999999,999999999,63762,999999999,81139,63786,999999999,999999999,72782,999999999,999999999,57204,999999999,999999999,45439,999999999,67526,65512,999999999,999999999,999999999,999999999,999999999
366,E059 P D A College of Engineering Gulbarga,EE Electrical,132358,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,50374,77089,999999999,137420,999999999,999999999,999999999,999999999,999999999
367,E059 P D A College of Engineering Gulbarga,EG Energy Engineering,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
368,E059 P D A College of Engineering Gulbarga,EI Elec. Inst. Engg,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,161957,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
369,E059 P D A College of Engineering Gulbarga,IE Info.Science,58296,999999999,999999999,38005,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,36532,999999999,49218,84486,999999999,999999999,48657,999999999,999999999
370,E059 P D A College of Engineering Gulbarga,IP Ind.Prodn.,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
371,E059 P D A College of Engineering Gulbarga,ME Mechanical,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
372,"E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",AE Aeronaut.Engg,119026,999999999,999999999,143167,999999999,999999999,113648,999999999,999999999,82192,999999999,113376,99151,999999999,999999999,65301,111692,74903,143932,999999999,999999999,999999999,999999999,999999999
373,"E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore","AI Artificial
Intelligence",999999999,999999999,999999999,35610,999999999,999999999,35065,999999999,80716,27404,999999999,999999999,25742,999999999,999999999,22112,36481,26045,46276,121868,999999999,52930,999999999,66020
374,"E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",CB Comp. Sc. and Bus Sys.,57322,999999999,999999999,43992,999999999,66047,999999999,101914,999999999,30654,999999999,999999999,36031,999999999,999999999,29103,999999999,42987,56842,999999999,102291,999999999,999999999,999999999
375,"E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",CE Civil,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,147842,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
376,"E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",CS Computers,18937,999999999,30246,21541,999999999,24377,17533,999999999,999999999,17742,999999999,999999999,18033,29061,21025,16074,19476,20917,34692,999999999,57948,19545,999999999,999999999
377,"E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",EC Electronics,36305,999999999,999999999,32669,999999999,42294,61556,999999999,999999999,999999999,999999999,999999999,30143,999999999,999999999,29107,999999999,35865,72642,999999999,86152,50190,56879,999999999
378,"E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",IE Info.Science,26650,999999999,999999999,22576,999999999,33295,34318,999999999,999999999,18083,999999999,999999999,21133,999999999,999999999,17300,34227,25251,45652,999999999,50976,999999999,999999999,999999999
379,E061 University B.D.T. college of Engineering  Davangere,CE Civil,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,174317,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
380,E061 University B.D.T. college of Engineering  Davangere,CS Computers,35331,999999999,999999999,24972,30415,25301,28144,999999999,42629,30473,999999999,999999999,17007,999999999,999999999,16017,21935,17832,37498,999999999,48522,18326,999999999,28518
381,E061 University B.D.T. college of Engineering  Davangere,EC Electronics,53904,999999999,999999999,34012,999999999,44795,38839,999999999,144397,33031,42284,999999999,32836,999999999,999999999,30102,31603,35671,65558,127194,74450,37047,999999999,50864
382,E061 University B.D.T. college of Engineering  Davangere,EE Electrical,76100,999999999,105200,79709,999999999,142631,55584,999999999,999999999,74983,999999999,999999999,51472,999999999,73220,49970,53199,59055,74024,118593,107916,50831,999999999,999999999
383,E061 University B.D.T. college of Engineering  Davangere,EI Elec. Inst. Engg,79164,100729,999999999,104660,999999999,146564,104049,999999999,999999999,83587,999999999,140988,89888,148068,110031,78905,87035,89838,142528,999999999,143579,91217,999999999,999999999
384,E061 University B.D.T. college of Engineering  Davangere,IP Ind.Prodn.,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,171248,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
385,E061 University B.D.T. college of Engineering  Davangere,ME Mechanical,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,173634,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
386,E062 Bapuji Institute of Engineering and Technology  Davangere,AI Artificial Intelligence,58566,999999999,999999999,51473,999999999,54455,91139,999999999,999999999,40728,999999999,999999999,40701,999999999,999999999,40647,42901,49381,91290,999999999,166807,999999999,999999999,999999999
387,E062 Bapuji Institute of Engineering and Technology  Davangere,BT Bio Technology,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,156914,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
388,E062 Bapuji Institute of Engineering and Technology  Davangere,"CB Comp. Sc. and
Bus Sys.",50622,999999999,999999999,47945,999999999,101273,61914,168130,999999999,55781,999999999,999999999,53518,999999999,999999999,42367,999999999,80160,123655,999999999,999999999,999999999,999999999,999999999
389,E062 Bapuji Institute of Engineering and Technology  Davangere,"CD Computer Sc.
and Design",57084,999999999,999999999,100202,999999999,999999999,78243,999999999,999999999,86504,999999999,999999999,53668,999999999,999999999,51482,999999999,72520,123155,999999999,124545,69667,157906,999999999
390,E062 Bapuji Institute of Engineering and Technology  Davangere,CE Civil,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,174051,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
391,E062 Bapuji Institute of Engineering and Technology  Davangere,CH Chemical,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,172007,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
392,E062 Bapuji Institute of Engineering and Technology  Davangere,CS Computers,28510,999999999,39430,30977,35378,31411,23408,999999999,999999999,20027,999999999,999999999,21237,28323,27595,16161,19235,27186,57405,999999999,84571,21151,999999999,49879
393,E062 Bapuji Institute of Engineering and Technology  Davangere,DS Comp. Sc. Engg- Data Sc.,58418,999999999,999999999,60317,999999999,999999999,77976,999999999,999999999,92793,999999999,999999999,38710,999999999,999999999,37853,999999999,38400,92316,999999999,999999999,999999999,999999999,98107
394,E062 Bapuji Institute of Engineering and Technology  Davangere,EC Electronics,48972,999999999,999999999,52165,999999999,78507,56630,999999999,999999999,42356,97852,999999999,38020,999999999,41801,36392,41334,40447,80753,999999999,149021,55754,999999999,999999999
395,E062 Bapuji Institute of Engineering and Technology  Davangere,EE Electrical,84122,999999999,999999999,142722,999999999,999999999,113005,999999999,999999999,113646,999999999,999999999,83123,999999999,158229,74249,81261,123440,151410,999999999,171824,999999999,999999999,999999999
396,E062 Bapuji Institute of Engineering and Technology  Davangere,IE Info.Science,48127,999999999,999999999,38471,54143,58071,44042,999999999,71203,33627,999999999,45781,31817,999999999,45404,30992,32415,41033,91469,111498,151441,69280,999999999,999999999
397,E062 Bapuji Institute of Engineering and Technology  Davangere,ME Mechanical,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,166958,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
398,E062 Bapuji Institute of Engineering and Technology  Davangere,TX Textiles,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,168394,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
399,E063 Sri Jagadguru Murugharajendra University (Formerly SJMIT)  Chitradurga,CE Civil,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,155834,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
400,E063 Sri Jagadguru Murugharajendra University (Formerly SJMIT)  Chitradurga,CS Computers,71351,999999999,163954,117726,999999999,999999999,61356,999999999,999999999,81281,999999999,999999999,71106,999999999,113739,59929,72674,71570,110490,157787,154518,65333,999999999,999999999
401,E063 Sri Jagadguru Murugharajendra University (Formerly SJMIT)  Chitradurga,EC Electronics,169589,999999999,999999999,999999999,999999999,999999999,159377,999999999,999999999,152917,999999999,999999999,141596,999999999,999999999,139282,999999999,165456,157850,999999999,999999999,151312,999999999,999999999
402,E063 Sri Jagadguru Murugharajendra University (Formerly SJMIT)  Chitradurga,EE Electrical,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,171798,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
403,E063 Sri Jagadguru Murugharajendra University (Formerly SJMIT)  Chitradurga,ME Mechanical,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,172965,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
404,E064 Adhichunchanagiri Institute of Technology Chickmagalur,AI Artificial Intelligence,127709,999999999,999999999,50334,999999999,76506,71281,999999999,999999999,51341,999999999,999999999,50868,999999999,999999999,47836,62780,72691,102410,999999999,999999999,999999999,999999999,999999999
405,E064 Adhichunchanagiri Institute of Technology Chickmagalur,CE Civil,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,72792,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
406,E064 Adhichunchanagiri Institute of Technology Chickmagalur,CS Computers,42514,999999999,42614,46753,999999999,50008,31217,999999999,999999999,33959,999999999,999999999,30354,47264,33587,29410,32226,31155,96866,999999999,102171,61735,999999999,999999999
407,E064 Adhichunchanagiri Institute of Technology Chickmagalur,"DS Comp. Sc. Engg-
Data Sc.",51596,999999999,999999999,71586,999999999,999999999,93341,999999999,999999999,62335,999999999,999999999,999999999,999999999,999999999,51188,54752,51592,153046,999999999,999999999,74044,999999999,999999999
408,E064 Adhichunchanagiri Institute of Technology Chickmagalur,EC Electronics,107716,999999999,999999999,68915,999999999,99707,102695,999999999,999999999,55279,999999999,999999999,54675,999999999,66324,54014,106439,59733,122915,999999999,999999999,108295,999999999,999999999
409,E064 Adhichunchanagiri Institute of Technology Chickmagalur,EE Electrical,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,161283,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
410,E064 Adhichunchanagiri Institute of Technology Chickmagalur,IE Info.Science,44767,999999999,999999999,49834,999999999,57186,999999999,999999999,999999999,39814,999999999,999999999,36928,999999999,999999999,36169,100047,38967,110605,999999999,56130,70837,999999999,999999999
411,E064 Adhichunchanagiri Institute of Technology Chickmagalur,ME Mechanical,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,136295,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
412,E065 Jawaharlal Nehru National College of Engineering  Shimoga,AI Artificial Intelligence,63285,999999999,999999999,44960,999999999,75042,70839,999999999,999999999,36743,999999999,999999999,52151,999999999,999999999,34652,42472,37129,77779,999999999,999999999,999999999,999999999,999999999
413,E065 Jawaharlal Nehru National College of Engineering  Shimoga,CE Civil,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,170856,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
414,E065 Jawaharlal Nehru National College of Engineering  Shimoga,CS Computers,38988,999999999,999999999,25227,37541,26495,48186,999999999,999999999,18069,999999999,45912,21870,999999999,23506,16556,23557,20680,46327,50655,55782,23098,999999999,38906
415,E065 Jawaharlal Nehru National College of Engineering  Shimoga,EC Electronics,66608,999999999,999999999,63552,999999999,87753,67658,999999999,146461,48484,999999999,999999999,48513,999999999,63630,42269,62035,45098,166096,999999999,999999999,69910,999999999,999999999
416,E065 Jawaharlal Nehru National College of Engineering  Shimoga,EE Electrical,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,161583,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
417,E065 Jawaharlal Nehru National College of Engineering  Shimoga,ET Elec. Telecommn. Engg.,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,163778,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
418,E065 Jawaharlal Nehru National College of Engineering  Shimoga,IE Info.Science,51655,999999999,75066,36449,66509,37495,40986,999999999,999999999,31566,999999999,999999999,31439,999999999,36571,27480,63071,31758,73349,92063,122247,39406,999999999,71160
419,E065 Jawaharlal Nehru National College of Engineering  Shimoga,ME Mechanical,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
420,E065 Jawaharlal Nehru National College of Engineering  Shimoga,RI Robotics and AI,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,173594,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
421,"E070 Bahubali College of Engineering Hassan Dist,","AI Artificial
Intelligence",999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,154119,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
422,"E070 Bahubali College of Engineering Hassan Dist,",CE Civil,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,164205,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
423,"E070 Bahubali College of Engineering Hassan Dist,",CS Computers,156492,999999999,999999999,138624,999999999,999999999,138404,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,89995,999999999,91134,143771,157178,999999999,137243,999999999,999999999
424,"E070 Bahubali College of Engineering Hassan Dist,",EC Electronics,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,161537,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
425,"E070 Bahubali College of Engineering Hassan Dist,",IE Info.Science,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,157397,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
426,"E070 Bahubali College of Engineering Hassan Dist,",ME Mechanical,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
427,E071 Vidya Vardhaka College of Engineering  Mysuru,"CA CS (AI, Machine Learning)",21830,42179,999999999,33332,999999999,49116,19662,999999999,999999999,21485,999999999,34505,21638,999999999,999999999,17817,35547,28662,57627,999999999,89385,25166,999999999,999999999
428,E071 Vidya Vardhaka College of Engineering  Mysuru,CE Civil,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,165436,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
429,E071 Vidya Vardhaka College of Engineering  Mysuru,CS Computers,21055,999999999,999999999,20406,22997,33130,19668,999999999,999999999,12956,999999999,999999999,18502,999999999,20242,12313,20606,17500,33773,69477,52672,21345,999999999,999999999
430,E071 Vidya Vardhaka College of Engineering  Mysuru,EC Electronics,41123,999999999,51018,35429,36315,50900,47749,999999999,999999999,22653,999999999,999999999,29703,999999999,34320,22288,28962,27835,64079,999999999,77415,37444,999999999,999999999
431,E071 Vidya Vardhaka College of Engineering  Mysuru,EE Electrical,57507,999999999,999999999,69361,999999999,154241,71548,999999999,999999999,44799,57900,999999999,52373,999999999,999999999,43971,56933,54642,79459,999999999,128000,999999999,999999999,999999999
432,E071 Vidya Vardhaka College of Engineering  Mysuru,IE Info.Science,17198,999999999,29985,25944,999999999,33208,23315,999999999,999999999,18604,999999999,21078,18585,39456,999999999,16755,26855,19079,56220,999999999,59993,22095,999999999,999999999
433,E071 Vidya Vardhaka College of Engineering  Mysuru,ME Mechanical,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,172636,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
434,E075 Ballari Institute of Technology and Management Near Allipur Bellary,AI Artificial Intelligence,63302,999999999,120707,73369,999999999,130258,54379,999999999,999999999,64065,999999999,999999999,51491,999999999,999999999,48042,67691,50285,131964,999999999,170512,999999999,999999999,999999999
435,E075 Ballari Institute of Technology and Management Near Allipur Bellary,CE Civil,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,165559,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
436,E075 Ballari Institute of Technology and Management Near Allipur Bellary,"CF CS(Artificial
Intel.)",999999999,999999999,157293,56703,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,46080,999999999,999999999,35419,999999999,58647,100113,999999999,999999999,63534,999999999,999999999
437,E075 Ballari Institute of Technology and Management Near Allipur Bellary,CS Computers,28611,999999999,999999999,31212,999999999,52894,31628,999999999,999999999,25722,999999999,999999999,999999999,999999999,999999999,21734,24202,34586,63468,999999999,86188,34223,999999999,999999999
438,E075 Ballari Institute of Technology and Management Near Allipur Bellary,DS Comp. Sc. Engg- Data Sc.,999999999,999999999,103413,69551,999999999,999999999,999999999,999999999,81837,49217,999999999,999999999,999999999,999999999,999999999,33925,999999999,999999999,92477,999999999,999999999,999999999,999999999,999999999
439,E075 Ballari Institute of Technology and Management Near Allipur Bellary,EC Electronics,87572,141748,999999999,64375,67913,95482,66109,999999999,999999999,79789,999999999,999999999,56794,999999999,999999999,48347,999999999,66821,110914,999999999,160050,999999999,999999999,999999999
440,E075 Ballari Institute of Technology and Management Near Allipur Bellary,EE Electrical,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,165540,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
441,E075 Ballari Institute of Technology and Management Near Allipur Bellary,ME Mechanical,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,147874,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
442,"E076 Proudadevaraya Institute of Technology Indiranagar Hospet, Ballari DT","CA CS (AI, Machine
Learning)",999999999,999999999,999999999,133868,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,106166,999999999,129250,129894,999999999,999999999,999999999,999999999,999999999
443,"E076 Proudadevaraya Institute of Technology Indiranagar Hospet, Ballari DT",CE Civil,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
444,"E076 Proudadevaraya Institute of Technology Indiranagar Hospet, Ballari DT",CS Computers,101119,999999999,999999999,72842,999999999,88417,92056,999999999,999999999,999999999,999999999,999999999,70729,999999999,122231,64379,65296,73587,171476,999999999,999999999,999999999,999999999,999999999
445,"E076 Proudadevaraya Institute of Technology Indiranagar Hospet, Ballari DT",EC Electronics,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,166865,999999999,999999999,999999999,999999999,999999999,172315,999999999,999999999
446,"E076 Proudadevaraya Institute of Technology Indiranagar Hospet, Ballari DT",EE Electrical,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,161733,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
447,"E076 Proudadevaraya Institute of Technology Indiranagar Hospet, Ballari DT",ME Mechanical,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
448,E077 Vidya Vikas Institute of Engineering and Technology  Mysuru,CE Civil,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,172581,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
449,E077 Vidya Vikas Institute of Engineering and Technology  Mysuru,CS Computers,44901,999999999,999999999,36334,999999999,999999999,29871,999999999,89115,32013,999999999,999999999,34738,999999999,42373,29619,30677,31244,54777,999999999,999999999,999999999,999999999,999999999
450,E077 Vidya Vikas Institute of Engineering and Technology  Mysuru,EC Electronics,72604,999999999,999999999,76539,89414,127864,121826,999999999,999999999,52069,999999999,999999999,68544,999999999,83318,51763,999999999,61749,137984,999999999,999999999,999999999,999999999,999999999
451,E077 Vidya Vikas Institute of Engineering and Technology  Mysuru,EE Electrical,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,166766,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
452,E077 Vidya Vikas Institute of Engineering and Technology  Mysuru,IE Info.Science,73283,999999999,999999999,50878,999999999,61476,43972,999999999,999999999,41281,999999999,58461,41899,999999999,999999999,39880,56068,47969,75447,999999999,115914,999999999,999999999,999999999
453,E077 Vidya Vikas Institute of Engineering and Technology  Mysuru,ME Mechanical,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,165841,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
454,E078 The Oxford College of Engineering Bangalore,"AI Artificial
Intelligence",999999999,999999999,999999999,70557,999999999,129472,69554,999999999,999999999,54300,999999999,999999999,57426,999999999,999999999,51464,92102,60410,119783,999999999,999999999,999999999,999999999,999999999
455,E078 The Oxford College of Engineering Bangalore,BT Bio Technology,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,174272,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
456,E078 The Oxford College of Engineering Bangalore,CE Civil,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,159150,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
457,E078 The Oxford College of Engineering Bangalore,CS Computers,34052,999999999,999999999,50849,75760,51173,38618,999999999,149494,32402,999999999,999999999,33517,51284,45965,30919,34266,41901,62731,999999999,72777,67783,999999999,999999999
458,E078 The Oxford College of Engineering Bangalore,EC Electronics,93878,999999999,136706,114172,999999999,118428,102336,999999999,999999999,66538,999999999,999999999,69409,85834,83804,63400,85470,75704,173141,999999999,999999999,84443,999999999,118266
459,E078 The Oxford College of Engineering Bangalore,EE Electrical,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,164306,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
460,E078 The Oxford College of Engineering Bangalore,IE Info.Science,50014,999999999,999999999,59424,999999999,61075,61746,999999999,999999999,44842,999999999,999999999,48493,999999999,50935,44637,77570,49037,87008,999999999,130431,56361,999999999,999999999
461,E078 The Oxford College of Engineering Bangalore,ME Mechanical,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,165282,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
462,E078 The Oxford College of Engineering Bangalore,MT Mechatronics,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,151420,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999
463,E079 Acharya Institute of Technology Bangalore,AE Aeronaut.Engg,999999999,999999999,999999999,143823,999999999,999999999,163122,999999999,999999999,112083,999999999,999999999,100053,999999999,999999999,99119,154932,154697,173209,999999999,999999999,999999999,999999999,999999999
464,E079 Acharya Institute of Technology Bangalore,AI Artificial Intelligence,53678,999999999,999999999,59143,68859,62893,41280,999999999,999999999,35091,999999999,999999999,41221,999999999,49428,35027,40256,44612,125131,138086,139507,60299,999999999,999999999
